,entity,description,category,node_occurence_flag
2433,Docker Hub,A registry for container images,service,Multi
2435,kubectl exec,A command for running a shell inside a container,command,Multi
2436,bash,A Unix shell,shell,Multi
2437,curl,A command-line tool for transferring data,command,Multi
2438,Service,An abstraction layer for accessing a cluster resource,application,Multi
2439,kubernetes Service,A Service exposing the Kubernetes API server,service,Multi
2440,KUBERNETES_SERVICE_HOST,An environment variable containing the IP address of the API server,environment variable,Multi
2441,KUBERNETES_SERVICE_PORT,An environment variable containing the port number of the API server,environment variable,Multi
2442,Kubernetes,Container orchestration system,software,Multi
2443,DNS,Domain Name System,network,Multi
2444,curl,Command-line tool for transferring data,application,Multi
2445,HTTPS,Secure Hypertext Transfer Protocol,protocol,Multi
2446,API server,Kubernetes API server,software,Multi
2450,Secrets,Kubernetes Secrets,software,Multi
2452,/var/run/secrets/kubernetes.io/serviceaccount/,Directory for Secrets,filesystem,Multi
2453,ca.crt,Certificate authority certificate,security,Multi
2455,Kubernetes API server,The server that manages and provides access to Kubernetes resources,application,Multi
2456,curl,A command-line tool for transferring data with URLs,command,Multi
2460,API objects,"Resources managed by the Kubernetes API server, such as pods and services",application,Multi
2461,default-token Secret,A secret that contains an authentication token for the API server,secret,Multi
2462,token file,A file containing the authentication token for the API server,file,Multi
2464,Authorization header,A header used to authenticate requests to the API server,header,Multi
2465,/api,A path in the Kubernetes API server for accessing resources,path,Multi
2466,/apis,A path in the Kubernetes API server for accessing APIs,path,Multi
2469,API server,The server that manages access to Kubernetes resources,application,Multi
2470,curl pod,A pod running the curl command,container,Multi
2471,Downward API,An API used to pass data from the cluster to a pod,application,Multi
2472,secret volume,A volume that contains sensitive information,storage,Multi
2475,PodList,An object that contains a list of pods,database,Multi
2477,RBAC,"Role-Based Access Control, a system for managing access to Kubernetes resources",application,Multi
2478,service account,An account used by pods to authenticate with the API server,container,Multi
2479,clusterrolebinding,A binding that grants privileges to a service account,application,Multi
2480,kubectl,The command-line tool used to interact with the Kubernetes API server,command,Multi
2481,cluster-admin,A role that grants full access to a cluster,application,Multi
2483,Kubernetes API server,The central component that manages and controls the cluster resources.,software,Multi
2484,Pods,"The basic execution unit in a Kubernetes cluster, containing one or more containers.",container,Multi
2489,Authorization header,A HTTP header used to send authentication information to the API server.,header,Multi
2500,API server,the server that manages and provides access to Kubernetes resources,application,Multi
2503,Dockerfile,a file that contains instructions for building a Docker image,file,Multi
2504,curl pod,a pod used as an example to demonstrate the ambassador container pattern,pod,Multi
2505,main container,the main container in a pod that runs the application,container,Multi
2506,ambassador container,a container used as an ambassador to proxy requests to the API server,container,Multi
2508,HTTPS,the secure version of the HTTP protocol,protocol,Multi
2509,localhost,a special hostname that refers to the local machine,hostname,Multi
2510,port,an endpoint used for communication between containers in a pod,endpoint,Multi
2511,Kubernetes,Container orchestration system,software,Multi
2512,API server,Component of Kubernetes that provides a RESTful API for managing cluster resources,software,Multi
2513,kubectl,Command-line tool for interacting with Kubernetes clusters,software,Multi
2514,curl,Command-line tool for transferring data to and from a web server,software,Multi
2515,pod,"Basic execution unit in Kubernetes, consisting of one or more containers",software,Multi
2516,container,Lightweight and standalone execution environment for an application,software,Multi
2517,kubectl proxy,Command used to start a proxy server that exposes the Kubernetes API on localhost,software,Multi
2518,ambassador container,Container that acts as an intermediary between the main application and the external service,software,Multi
2520,localhost,Reference to the local machine's IP address,hardware,Multi
2531,kubectl proxy,"Ambassador container that offloads encryption, authentication, and server verification to kubectl proxy",container,Multi
2532,curl,Command-line tool for transferring data with URL syntax,command,Multi
2533,sleep,Command that pauses execution of a script or process,process,Multi
2534,Pod,Basic execution unit in Kubernetes,application,Multi
2550,pods,A list of Kubernetes Pods,software,Multi
2552,list,A method to list pods,software,Multi
2559,withName,A method to set the name of an object,software,Multi
2560,edit,A method to edit an existing pod,software,Multi
2561,withName,A method to set the name of an object,software,Multi
2568,withName,A method to specify the name of a pod,command,Multi
2569,delete,A method to delete a pod,command,Multi
2573,Kubernetes API server,The server that exposes the Kubernetes API,server,Multi
2574,Minikube,A tool for running a local copy of a Kubernetes cluster,tool,Multi
2575,pod,A pod is a logical host for one or more application containers.,container,Multi
2576,namespace,A namespace is a way to group resources together.,resource,Multi
2577,metadata,"Metadata refers to data about the pod, such as its name and labels.",data,Multi
2578,environment variables,Environment variables are used to expose metadata to the process running in the pod.,process,Multi
2579,downwardAPI volume,A downwardAPI volume is a way for a pod to get up-to-date metadata from the API server.,volume,Multi
2582,labels,Labels are used to identify and select pods in the cluster.,metadata,Multi
2583,annotations,Annotations are used to add additional metadata to pods.,metadata,Multi
2584,API server,The API server is a component of the Kubernetes control plane that provides an interface for interacting with the cluster.,component,Multi
